order_id,customer_id,product_id,order_date,ship_date,quantity,unit_price,discount_amount,tax_amount,total_amount,order_status,payment_method,shipping_method
ORD00003101,CUST000677,PROD000014,2025-04-16,2025-04-20,9.0,290.65,0.0,209.27,2825.12,Cancelled,Bank Transfer,Standard
ORD00003102,CUST000276,PROD000073,2025-05-03,,4.0,611.36,210.5,178.8,2413.74,Completed,Debit Card,Express
ORD00003103,CUST000716,PROD000068,2025-07-14,2025-07-18,6.0,165.12,0.0,79.26,1069.98,Completed,Bank Transfer,Overnight
ORD00003104,CUST000696,PROD000044,2025-03-21,2025-03-27,5.0,45.05,19.06,16.5,222.69,Completed,Credit Card,Express
ORD00003105,CUST000162,PROD000064,2025-07-28,2025-07-29,8.0,267.15,0.0,170.98,2308.18,Shipped,Bank Transfer,Express
ORD00003106,CUST000739,PROD000028,2025-05-01,,2.0,557.36,141.58,77.85,1050.99,Completed,Credit Card,Overnight
ORD00003107,CUST000466,PROD000103,2025-07-07,2025-07-10,2.0,520.17,0.0,83.23,1123.57,Completed,PayPal,Overnight
ORD00003108,CUST000335,PROD000006,2025-08-04,,7.0,583.68,0.0,326.86,4412.62,Shipped,Bank Transfer,Standard
ORD00003109,CUST000587,PROD000002,2025-09-30,2025-10-03,7.0,653.35,0.0,365.88,4939.33,Pending,Credit Card,Standard
ORD00003110,CUST000128,PROD000052,2025-03-02,2025-03-07,3.0,153.15,0.0,36.76,496.21,Completed,PayPal,Express
ORD00003111,CUST000457,PROD000017,2024-11-23,2024-11-29,5.0,359.99,0.0,144.0,1943.95,Completed,Debit Card,Overnight
ORD00003112,CUST000116,PROD000012,2025-05-02,2025-05-07,4.0,490.1,0.0,156.83,2117.23,Completed,Bank Transfer,Express
ORD00003113,CUST000887,PROD000033,2025-10-07,2025-10-10,1.0,607.43,110.3,39.77,536.9,Cancelled,PayPal,Express
ORD00003114,CUST000854,PROD000158,2025-06-01,2025-06-08,10.0,480.5,0.0,384.4,5189.4,Pending,Credit Card,Standard
ORD00003115,CUST000513,PROD000186,2025-07-26,2025-07-27,2.0,241.57,93.39,31.18,420.93,Completed,Debit Card,Express
ORD00003116,CUST000552,PROD000001,2025-09-06,2025-09-08,9.0,78.75,0.0,56.7,765.45,Completed,Debit Card,Overnight
ORD00003117,CUST000710,PROD000116,2025-10-02,2025-10-08,8.0,402.35,0.0,257.5,3476.3,Pending,Debit Card,Overnight
ORD00003118,CUST000380,PROD000035,2025-05-17,2025-05-23,1.0,409.18,0.0,32.73,441.91,Cancelled,Bank Transfer,Standard
ORD00003119,CUST000002,PROD000011,2025-01-26,2025-01-28,5.0,668.57,526.23,225.33,3041.95,Pending,PayPal,Standard
ORD00003120,CUST000288,PROD000100,2025-02-16,2025-02-17,2.0,467.18,159.34,62.0,837.02,Completed,Debit Card,Express
ORD00003121,CUST000456,PROD000177,2025-02-24,2025-03-02,5.0,161.78,0.0,64.71,873.61,Cancelled,Bank Transfer,Express
ORD00003122,CUST000259,PROD000009,2025-11-04,2025-11-05,7.0,239.55,206.34,117.64,1588.15,Cancelled,PayPal,Overnight
ORD00003123,CUST000826,PROD000140,2025-09-19,2025-09-22,3.0,528.11,0.0,126.75,1711.08,Completed,Bank Transfer,Express
ORD00003124,CUST000084,PROD000038,2025-01-31,2025-02-03,5.0,452.11,141.69,169.51,2288.37,Cancelled,Bank Transfer,Overnight
ORD00003125,CUST000067,PROD000107,2024-11-29,2024-12-02,7.0,114.18,81.06,57.46,775.66,Completed,Credit Card,Express
ORD00003126,CUST000824,PROD000170,2025-10-18,2025-10-24,8.0,461.66,354.2,267.13,3606.21,Completed,PayPal,Overnight
ORD00003127,CUST000854,PROD000177,2025-08-19,2025-08-21,6.0,161.78,0.0,77.65,1048.33,Cancelled,Debit Card,Overnight
ORD00003128,CUST000001,PROD000175,2025-07-28,2025-08-04,3.0,434.7,0.0,104.33,1408.43,Shipped,Bank Transfer,Overnight
ORD00003129,CUST000556,PROD000097,2025-10-06,2025-10-12,1.0,396.7,46.31,28.03,378.42,Completed,Debit Card,Overnight
ORD00003130,CUST000044,PROD000108,2024-11-22,2024-11-27,5.0,302.77,0.0,121.11,1634.96,Pending,Credit Card,Overnight
ORD00003131,CUST000494,PROD000028,2025-07-22,2025-07-23,5.0,557.36,0.0,222.94,3009.74,Shipped,PayPal,Overnight
ORD00003132,CUST000554,PROD000056,2025-06-30,2025-07-01,5.0,638.47,497.5,215.59,2910.44,Completed,PayPal,Overnight
ORD00003133,CUST000414,PROD000094,2025-05-26,2025-06-02,3.0,463.74,0.0,111.3,1502.52,Shipped,Debit Card,Overnight
ORD00003134,CUST000352,PROD000147,2025-08-04,2025-08-08,3.0,463.06,0.0,111.13,1500.31,Cancelled,PayPal,Express
ORD00003135,CUST000372,,2024-12-19,2024-12-23,10.0,136.49,0.0,109.19,1474.09,Completed,Credit Card,Standard
ORD00003136,CUST000791,PROD000126,2025-04-23,2025-04-26,7.0,528.46,438.18,260.88,3521.92,Completed,Credit Card,Express
ORD00003137,CUST000799,PROD000002,2025-03-01,2025-03-06,3.0,653.35,0.0,156.8,2116.85,Completed,Bank Transfer,Standard
ORD00003138,CUST000791,PROD000046,2024-12-11,2024-12-16,10.0,266.31,505.6,172.6,2330.1,Pending,Credit Card,Standard
ORD00003139,CUST000089,PROD000061,2025-04-22,2025-04-23,2.0,132.15,0.0,21.14,285.44,Completed,Bank Transfer,Overnight
ORD00003140,CUST000519,PROD000101,2024-12-24,2024-12-25,2.0,360.85,0.0,57.74,779.44,Completed,Credit Card,Overnight
ORD00003141,CUST000858,PROD000003,2025-04-01,2025-04-04,5.0,527.48,435.48,176.15,2378.07,Pending,Debit Card,Overnight
ORD00003142,CUST000434,PROD000105,2024-12-13,2024-12-18,9.0,540.11,0.0,388.88,5249.87,Cancelled,Debit Card,Standard
ORD00003143,CUST000757,PROD000135,2025-03-12,2025-03-18,8.0,426.65,0.0,273.06,3686.26,Cancelled,Bank Transfer,Express
ORD00003144,CUST000954,PROD000082,2025-11-19,2025-11-20,8.0,301.58,0.0,193.01,2605.65,Cancelled,Debit Card,Express
ORD00003145,CUST000014,PROD000067,2025-07-20,2025-07-22,6.0,267.58,0.0,128.44,1733.92,Cancelled,Credit Card,Overnight
ORD00003146,CUST000068,PROD000113,2025-08-30,2025-09-06,3.0,53.91,0.0,12.94,174.67,Shipped,Credit Card,Overnight
ORD00003147,CUST000536,PROD000146,2025-04-26,,7.0,617.41,0.0,345.75,4667.62,Shipped,Bank Transfer,Express
ORD00003148,CUST000074,PROD000144,2025-08-09,2025-08-14,4.0,223.36,0.0,71.48,964.92,Completed,Bank Transfer,Standard
ORD00003149,CUST000781,PROD000017,2025-04-26,2025-04-29,7.0,359.99,0.0,201.59,2721.52,Completed,Credit Card,Overnight
ORD00003150,CUST000954,PROD000003,2025-11-21,2025-11-28,1.0,527.48,104.94,33.8,456.34,Cancelled,Credit Card,Express
ORD00003151,CUST000077,PROD000117,2025-10-29,2025-11-05,4.0,54.57,0.0,17.46,235.74,Shipped,Bank Transfer,Overnight
ORD00003152,CUST000550,PROD000006,2024-11-26,2024-12-03,7.0,583.68,0.0,326.86,4412.62,Completed,Debit Card,Standard
ORD00003153,CUST000616,PROD000109,2025-03-11,2025-03-18,1.0,583.02,0.0,46.64,629.66,Shipped,Debit Card,Express
ORD00003154,CUST000404,PROD000033,2025-03-08,2025-03-11,10.0,607.43,937.18,410.97,5548.09,Cancelled,PayPal,Overnight
ORD00003155,CUST000366,PROD000122,2025-04-10,2025-04-17,7.0,90.96,0.0,50.94,687.66,Pending,PayPal,Standard
ORD00003156,CUST000806,PROD000110,2025-03-23,2025-03-30,5.0,54.24,0.0,21.7,292.9,Completed,Bank Transfer,Express
ORD00003157,CUST000714,PROD000069,2025-04-09,2025-04-11,7.0,276.31,0.0,154.73,2088.9,Completed,Credit Card,Overnight
ORD00003158,CUST000919,PROD000006,2025-03-05,2025-03-07,9.0,583.68,1049.0,336.33,4540.45,Pending,PayPal,Standard
ORD00003159,CUST000531,PROD000112,2025-11-01,2025-11-03,5.0,123.89,0.0,49.56,669.01,Completed,Credit Card,Standard
ORD00003160,CUST000632,PROD000165,2025-04-12,2025-04-14,7.0,544.3,0.0,304.81,4114.91,Completed,Debit Card,Standard
ORD00003161,CUST000085,PROD000135,2025-05-06,2025-05-12,5.0,426.65,0.0,170.66,2303.91,Completed,Bank Transfer,Standard
ORD00003162,CUST000163,PROD000036,2025-07-21,2025-07-22,10.0,456.28,0.0,365.02,4927.82,Pending,PayPal,Standard
ORD00003163,CUST000790,PROD000120,2025-05-10,2025-05-12,6.0,277.43,211.8,116.22,1569.0,Completed,PayPal,Express
ORD00003164,CUST000280,PROD000030,2025-05-01,2025-05-07,8.0,186.15,0.0,119.14,1608.34,Cancelled,Debit Card,Express
ORD00003165,CUST000565,PROD000020,2025-01-01,,10.0,414.4,0.0,331.52,4475.52,Completed,Debit Card,Express
ORD00003166,CUST000212,PROD000040,2025-04-27,2025-05-02,4.0,296.87,147.11,83.23,1123.6,Completed,Debit Card,Standard
ORD00003167,CUST000586,PROD000131,2025-02-22,2025-02-25,7.0,578.53,777.42,261.78,3534.07,Pending,Debit Card,Standard
ORD00003168,CUST000062,PROD000152,2025-03-12,2025-03-18,3.0,156.19,76.21,31.39,423.75,Completed,Debit Card,Standard
ORD00003169,CUST000461,PROD000164,2025-03-25,2025-04-01,1.0,544.58,83.83,36.86,497.61,Cancelled,Debit Card,Express
ORD00003170,CUST000714,PROD000002,2025-11-04,2025-11-06,8.0,653.35,416.19,384.85,5195.46,Completed,Credit Card,Overnight
ORD00003171,CUST000341,PROD000175,2025-01-05,2025-01-10,9.0,434.7,360.48,284.15,3835.97,Completed,Debit Card,Express
ORD00003172,CUST000696,PROD000110,2024-12-26,,9.0,54.24,0.0,39.05,527.21,Pending,Debit Card,Express
ORD00003173,CUST000304,PROD000037,2025-10-01,2025-10-06,9.0,355.83,0.0,256.2,3458.67,Completed,Credit Card,Express
ORD00003174,CUST000945,PROD000092,2025-04-20,2025-04-25,7.0,56.52,0.0,31.65,427.29,Cancelled,Bank Transfer,Express
ORD00003175,CUST000461,PROD000150,2025-05-16,2025-05-23,6.0,268.78,0.0,129.01,1741.69,Cancelled,Debit Card,Standard
ORD00003176,CUST000740,PROD000046,2025-05-17,2025-05-21,9.0,266.31,0.0,191.74,2588.53,Cancelled,Debit Card,Express
ORD00003177,CUST000177,PROD000100,2025-06-26,2025-06-27,6.0,467.18,201.32,208.14,2809.9,Completed,Bank Transfer,Overnight
ORD00003178,CUST000248,PROD000108,2025-02-23,2025-02-26,10.0,302.77,481.02,203.73,2750.41,Shipped,Debit Card,Overnight
ORD00003179,CUST000171,PROD000124,2025-02-02,2025-02-03,4.0,566.29,0.0,181.21,2446.37,Shipped,Bank Transfer,Overnight
ORD00003180,CUST000124,PROD000195,2024-12-12,,4.0,419.11,0.0,134.12,1810.56,Completed,Credit Card,Standard
ORD00003181,CUST000639,PROD000101,2025-08-29,2025-08-30,10.0,360.85,0.0,288.68,3897.18,Cancelled,Bank Transfer,Express
ORD00003182,CUST000919,PROD000062,2025-05-20,2025-05-27,2.0,470.81,0.0,75.33,1016.95,Completed,PayPal,Standard
ORD00003183,CUST000092,PROD000012,2025-05-03,2025-05-07,7.0,490.1,0.0,274.46,3705.16,Shipped,Bank Transfer,Overnight
ORD00003184,CUST000012,PROD000176,2024-12-13,2024-12-20,1.0,626.31,0.0,50.1,676.41,Completed,Bank Transfer,Express
ORD00003185,CUST000672,PROD000092,2025-03-25,2025-03-26,5.0,56.52,0.0,22.61,305.21,Shipped,Bank Transfer,Standard
ORD00003186,CUST000321,PROD000144,2025-09-10,2025-09-15,10.0,223.36,0.0,178.69,2412.29,Cancelled,Credit Card,Standard
ORD00003187,CUST000841,PROD000178,2025-02-24,2025-02-27,3.0,646.74,0.0,155.22,2095.44,Pending,Debit Card,Standard
ORD00003188,CUST000823,PROD000144,2025-09-30,2025-10-03,6.0,223.36,0.0,107.21,1447.37,Cancelled,Bank Transfer,Express
ORD00003189,CUST000575,PROD000146,2025-08-08,2025-08-13,7.0,617.41,607.47,297.15,4011.55,Shipped,PayPal,Standard
ORD00003190,CUST000826,PROD000087,2025-08-11,2025-08-16,10.0,222.06,0.0,177.65,2398.25,Completed,Bank Transfer,Express
ORD00003191,CUST000919,PROD000170,2025-04-13,2025-04-20,6.0,461.66,333.75,194.9,2631.11,Completed,Credit Card,Standard
ORD00003192,CUST000378,PROD000187,2025-09-06,2025-09-12,2.0,466.16,67.1,69.22,934.44,Pending,Debit Card,Express
ORD00003193,CUST000958,PROD000116,2024-12-13,2024-12-17,4.0,402.35,0.0,128.75,1738.15,Completed,Bank Transfer,Overnight
ORD00003194,CUST000809,PROD000089,2025-03-30,2025-04-01,3.0,136.49,65.29,27.53,371.71,Shipped,Bank Transfer,Express
ORD00003195,CUST000485,PROD000069,2025-02-06,2025-02-08,10.0,276.31,0.0,221.05,2984.15,Pending,Credit Card,Standard
ORD00003196,CUST000632,PROD000031,2025-01-28,2025-01-29,1.0,167.17,0.0,13.37,180.54,Shipped,Bank Transfer,Express
ORD00003197,CUST000480,PROD000137,2025-11-10,2025-11-16,8.0,691.61,989.44,363.48,4906.92,Completed,PayPal,Express
ORD00003198,CUST000436,PROD000180,2025-02-09,2025-02-14,4.0,474.33,0.0,151.79,2049.11,Shipped,PayPal,Overnight
ORD00003199,CUST000615,PROD000186,2025-07-01,2025-07-02,8.0,241.57,0.0,154.6,2087.16,Shipped,Credit Card,Overnight
ORD00003200,CUST000855,PROD000094,2025-08-12,2025-08-16,2.0,463.74,0.0,74.2,1001.68,Cancelled,PayPal,Overnight
ORD00003201,CUST000692,PROD000031,2025-02-08,2025-02-09,1.0,167.17,27.2,11.2,151.17,Cancelled,PayPal,Express
ORD00003202,CUST000629,PROD000162,2025-04-13,2025-04-18,5.0,275.63,170.98,96.57,1303.74,Completed,Bank Transfer,Overnight
ORD00003203,CUST000710,PROD000182,2025-10-23,,6.0,636.3,731.14,246.93,3333.59,Completed,Bank Transfer,Express
ORD00003204,CUST000979,PROD000170,2025-05-29,2025-05-30,9.0,461.66,545.74,288.74,3897.94,Cancelled,Bank Transfer,Express
ORD00003205,CUST000240,PROD000070,2025-10-06,2025-10-11,9.0,237.79,0.0,171.21,2311.32,Completed,Bank Transfer,Express
ORD00003206,CUST000447,PROD000110,2025-07-19,2025-07-26,5.0,54.24,0.0,21.7,292.9,Pending,PayPal,Overnight
ORD00003207,CUST000019,PROD000089,2025-08-04,2025-08-09,1.0,136.49,0.0,10.92,147.41,Completed,Debit Card,Standard
ORD00003208,CUST000440,PROD000027,2025-10-29,2025-11-03,10.0,331.03,0.0,264.82,3575.12,Pending,PayPal,Express
ORD00003209,CUST000501,PROD000051,2025-01-14,2025-01-20,3.0,368.88,92.23,81.15,1095.56,Completed,PayPal,Express
ORD00003210,CUST000300,PROD000037,2025-02-24,2025-02-28,10.0,355.83,0.0,284.66,3842.96,Completed,Credit Card,Overnight
ORD00003211,CUST000390,PROD000041,2025-05-23,2025-05-27,1.0,667.78,0.0,53.42,721.2,Completed,Credit Card,Overnight
ORD00003212,CUST000364,PROD000186,2025-02-15,2025-02-16,4.0,241.57,0.0,77.3,1043.58,Shipped,PayPal,Express
ORD00003213,CUST000593,PROD000122,2025-04-17,,5.0,90.96,0.0,36.38,491.18,Pending,Bank Transfer,Express
ORD00003214,CUST000456,PROD000038,2025-04-10,2025-04-13,8.0,452.11,0.0,289.35,3906.23,Completed,Credit Card,Express
ORD00003215,CUST000646,PROD000088,2025-10-11,2025-10-13,3.0,732.83,221.4,158.17,2135.26,Completed,Bank Transfer,Overnight
ORD00003216,CUST000345,PROD000028,2025-06-14,2025-06-17,9.0,557.36,0.0,401.3,5417.54,Cancelled,Credit Card,Overnight
ORD00003217,CUST000245,PROD000150,2025-02-06,2025-02-12,1.0,268.78,46.84,17.76,239.7,Shipped,Debit Card,Standard
ORD00003218,CUST000952,PROD000150,2025-08-03,2025-08-06,3.0,268.78,0.0,64.51,870.85,Cancelled,Bank Transfer,Standard
ORD00003219,CUST000786,PROD000197,2025-10-01,2025-10-08,4.0,426.52,0.0,136.49,1842.57,Completed,Credit Card,Standard
ORD00003220,CUST000692,PROD000077,2025-01-25,2025-01-28,8.0,106.29,108.67,59.33,800.98,Completed,Credit Card,Standard
ORD00003221,CUST000146,PROD000169,2025-06-24,,6.0,245.67,0.0,117.92,1591.94,Shipped,Credit Card,Express
ORD00003222,CUST000722,PROD000127,2025-02-08,2025-02-09,7.0,466.84,0.0,261.43,3529.31,Completed,PayPal,Overnight
ORD00003223,CUST000918,PROD000096,2025-02-04,2025-02-11,10.0,165.09,308.72,107.37,1449.55,Cancelled,PayPal,Standard
ORD00003224,CUST000612,PROD000049,2025-05-23,2025-05-26,2.0,226.32,0.0,36.21,488.85,Cancelled,Debit Card,Overnight
ORD00003225,CUST000644,PROD000046,2025-04-25,2025-04-30,8.0,266.31,244.93,150.84,2036.39,Completed,Bank Transfer,Standard
ORD00003226,CUST000797,PROD000147,2025-02-20,2025-02-21,5.0,463.06,0.0,185.22,2500.52,Completed,Debit Card,Overnight
ORD00003227,CUST000965,PROD000108,2025-05-18,2025-05-19,8.0,302.77,0.0,193.77,2615.93,Shipped,Bank Transfer,Standard
ORD00003228,CUST000939,PROD000170,2025-09-04,2025-09-09,4.0,461.66,131.25,137.23,1852.62,Completed,PayPal,Standard
ORD00003229,CUST000435,PROD000175,2025-09-13,2025-09-14,10.0,434.7,0.0,347.76,4694.76,Completed,Credit Card,Overnight
ORD00003230,CUST000499,PROD000070,2025-10-26,2025-11-02,4.0,237.79,0.0,76.09,1027.25,Pending,Bank Transfer,Express
ORD00003231,CUST000615,PROD000083,2025-02-27,2025-03-04,6.0,498.57,0.0,239.31,3230.73,Completed,Credit Card,Express
ORD00003232,CUST000640,PROD000089,2025-05-01,2025-05-02,2.0,136.49,0.0,21.84,294.82,Completed,Bank Transfer,Overnight
ORD00003233,CUST000618,PROD000098,2025-09-15,2025-09-21,1.0,303.25,0.0,24.26,327.51,Pending,PayPal,Standard
ORD00003234,CUST000927,PROD000101,2025-04-16,2025-04-19,8.0,360.85,0.0,230.94,3117.74,Completed,Bank Transfer,Standard
ORD00003235,CUST000920,PROD000122,2024-12-27,2024-12-28,9.0,90.96,55.84,61.02,823.82,Cancelled,Debit Card,Overnight
ORD00003236,CUST000792,PROD000194,2025-01-11,2025-01-18,10.0,247.28,0.0,197.82,2670.62,Completed,PayPal,Express
ORD00003237,CUST000692,PROD000089,2025-01-27,2025-02-03,9.0,136.49,0.0,98.27,1326.68,Completed,Credit Card,Express
ORD00003238,CUST000491,PROD000171,2025-09-05,2025-09-07,2.0,27.93,0.0,4.47,60.33,Completed,Bank Transfer,Overnight
ORD00003239,CUST000566,PROD000188,2024-12-20,2024-12-26,9.0,609.58,0.0,438.9,5925.12,Completed,Credit Card,Overnight
ORD00003240,CUST000543,PROD000099,2024-11-26,2024-11-30,2.0,173.59,0.0,27.77,374.95,Shipped,Credit Card,Express
ORD00003241,CUST000257,PROD000090,2025-05-22,2025-05-23,6.0,433.68,155.51,195.73,2642.3,Completed,Bank Transfer,Standard
ORD00003242,CUST000200,PROD000012,2025-03-01,2025-03-02,7.0,490.1,0.0,274.46,3705.16,Cancelled,Credit Card,Express
ORD00003243,CUST000557,PROD000088,2025-07-14,2025-07-20,7.0,732.83,0.0,410.38,5540.19,Cancelled,Credit Card,Overnight
ORD00003244,CUST000128,PROD000180,2025-01-13,2025-01-17,2.0,474.33,161.9,62.94,849.7,Completed,PayPal,Express
ORD00003245,CUST000050,PROD000076,2025-02-06,,5.0,51.27,46.47,16.79,226.67,Pending,Credit Card,Overnight
ORD00003246,CUST000123,PROD000111,2024-12-08,2024-12-15,6.0,68.57,0.0,32.91,444.33,Completed,Bank Transfer,Standard
ORD00003247,CUST000723,PROD000124,2024-12-02,2024-12-06,5.0,566.29,0.0,226.52,3057.97,Shipped,Debit Card,Overnight
ORD00003248,CUST000996,PROD000079,2025-01-09,2025-01-15,9.0,408.2,0.0,293.9,3967.7,Cancelled,Credit Card,Express
ORD00003249,CUST000694,PROD000061,2025-07-12,,10.0,132.15,0.0,105.72,1427.22,Completed,Credit Card,Express
ORD00003250,CUST000443,PROD000144,2025-01-08,2025-01-11,8.0,223.36,0.0,142.95,1929.83,Pending,Bank Transfer,Standard
ORD00003251,CUST000318,PROD000170,2025-06-13,2025-06-20,4.0,461.66,0.0,147.73,1994.37,Completed,Bank Transfer,Express
ORD00003252,CUST000599,PROD000167,2025-05-06,2025-05-11,2.0,454.88,0.0,72.78,982.54,Completed,Credit Card,Standard
ORD00003253,CUST000218,PROD000147,2025-05-05,2025-05-12,5.0,463.06,0.0,185.22,2500.52,Cancelled,Bank Transfer,Standard
ORD00003254,CUST000737,PROD000162,2025-03-26,2025-03-29,7.0,275.63,0.0,154.35,2083.76,Completed,Debit Card,Overnight
ORD00003255,CUST000166,PROD000187,2025-05-07,2025-05-09,10.0,466.16,0.0,372.93,5034.53,Completed,Credit Card,Express
ORD00003256,CUST000452,PROD000186,2025-05-07,,9.0,241.57,0.0,173.93,2348.06,Completed,PayPal,Overnight
ORD00003257,CUST000651,PROD000056,2025-02-27,2025-03-01,5.0,638.47,0.0,255.39,3447.74,Shipped,Bank Transfer,Express
ORD00003258,CUST000034,PROD000080,2024-12-23,2024-12-24,2.0,508.41,0.0,81.35,1098.17,Pending,Bank Transfer,Overnight
ORD00003259,CUST000737,PROD000180,2025-06-23,2025-06-24,3.0,474.33,148.83,101.93,1376.09,Completed,Debit Card,Standard
ORD00003260,CUST000660,PROD000096,2025-09-07,2025-09-10,3.0,165.09,96.16,31.93,431.04,Completed,Bank Transfer,Standard
ORD00003261,CUST000664,PROD000003,2025-11-21,2025-11-26,6.0,527.48,0.0,253.19,3418.07,Shipped,PayPal,Overnight
ORD00003262,CUST000201,PROD000150,2025-05-06,2025-05-07,8.0,268.78,224.26,154.08,2080.06,Completed,Debit Card,Standard
ORD00003263,CUST000088,PROD000041,2025-01-05,2025-01-08,4.0,667.78,0.0,213.69,2884.81,Completed,Credit Card,Overnight
ORD00003264,CUST000532,PROD000023,2025-07-05,2025-07-08,7.0,149.59,148.58,71.88,970.43,Completed,PayPal,Overnight
ORD00003265,CUST000169,PROD000182,2025-09-06,2025-09-08,3.0,636.3,300.98,128.63,1736.55,Shipped,Credit Card,Standard
ORD00003266,CUST000462,PROD000069,2025-01-29,2025-02-01,5.0,276.31,0.0,110.52,1492.07,Completed,PayPal,Overnight
ORD00003267,CUST000701,PROD000074,2024-12-28,2025-01-04,2.0,128.4,14.03,19.42,262.19,Pending,Debit Card,Express
ORD00003268,CUST000594,PROD000102,2024-12-01,,4.0,748.29,0.0,239.45,3232.61,Pending,Debit Card,Overnight
ORD00003269,CUST000072,PROD000028,2025-06-19,2025-06-20,3.0,557.36,112.39,124.78,1684.47,Completed,Debit Card,Standard
ORD00003270,CUST000533,PROD000076,2025-08-02,2025-08-06,10.0,51.27,0.0,41.02,553.72,Cancelled,Credit Card,Overnight
ORD00003271,CUST000773,PROD000178,2025-09-27,2025-10-03,1.0,646.74,0.0,51.74,698.48,Shipped,Bank Transfer,Standard
ORD00003272,CUST000735,PROD000069,2025-06-15,2025-06-17,7.0,276.31,0.0,154.73,2088.9,Shipped,Bank Transfer,Standard
ORD00003273,CUST000913,PROD000161,2024-12-09,2024-12-12,6.0,16.44,0.0,7.89,106.53,Completed,PayPal,Standard
ORD00003274,CUST000601,PROD000105,2025-04-22,2025-04-24,5.0,540.11,0.0,216.04,2916.59,Completed,Debit Card,Overnight
ORD00003275,CUST000890,PROD000094,2025-03-14,2025-03-21,3.0,463.74,0.0,111.3,1502.52,Completed,Debit Card,Overnight
ORD00003276,CUST000677,PROD000032,2025-06-10,2025-06-12,6.0,578.49,641.62,226.35,3055.67,Cancelled,Debit Card,Overnight
ORD00003277,CUST000214,PROD000169,2025-11-09,2025-11-12,1.0,245.67,0.0,19.65,265.32,Completed,Debit Card,Overnight
ORD00003278,CUST000155,PROD000109,2025-02-25,2025-02-27,9.0,583.02,0.0,419.77,5666.95,Completed,Bank Transfer,Express
ORD00003279,CUST000659,PROD000171,2025-03-24,2025-03-28,7.0,27.93,0.0,15.64,211.15,Shipped,Debit Card,Overnight
ORD00003280,CUST000317,PROD000036,2025-02-15,2025-02-19,5.0,456.28,0.0,182.51,2463.91,Shipped,Bank Transfer,Standard
ORD00003281,CUST000756,PROD000036,2024-12-16,2024-12-18,1.0,456.28,0.0,36.5,492.78,Completed,Debit Card,Overnight
ORD00003282,CUST000705,PROD000062,2025-05-06,2025-05-11,6.0,470.81,0.0,225.99,3050.85,Cancelled,Debit Card,Express
ORD00003283,CUST000084,PROD000062,2025-09-17,2025-09-18,1.0,470.81,0.0,37.66,508.47,Completed,PayPal,Express
ORD00003284,CUST000253,PROD000089,2025-08-01,2025-08-02,2.0,136.49,29.52,19.48,262.94,Completed,PayPal,Standard
ORD00003285,CUST000128,PROD000198,2025-01-23,2025-01-30,10.0,477.53,0.0,382.02,5157.32,Cancelled,Bank Transfer,Express
ORD00003286,CUST000062,PROD000059,2025-07-06,2025-07-08,4.0,37.78,25.59,10.04,135.57,Completed,Credit Card,Overnight
ORD00003287,CUST000217,PROD000139,2025-05-20,2025-05-22,4.0,445.75,0.0,142.64,1925.64,Shipped,Bank Transfer,Standard
ORD00003288,CUST000257,PROD000067,2025-01-07,,10.0,267.58,0.0,214.06,2889.86,Completed,Debit Card,Overnight
ORD00003289,CUST000311,PROD000156,2025-06-20,2025-06-22,5.0,471.51,0.0,188.6,2546.15,Completed,PayPal,Overnight
ORD00003290,CUST000352,PROD000122,2025-04-24,2025-04-30,2.0,90.96,0.0,14.55,196.47,Completed,Bank Transfer,Overnight
ORD00003291,CUST000720,PROD000049,2025-04-29,2025-04-30,3.0,226.32,92.27,46.94,633.63,Shipped,PayPal,Standard
ORD00003292,CUST000166,PROD000057,2025-04-02,2025-04-06,4.0,350.55,0.0,112.18,1514.38,Completed,Credit Card,Standard
ORD00003293,CUST000561,PROD000080,2025-08-04,2025-08-05,3.0,508.41,128.68,111.72,1508.27,Completed,Credit Card,Express
ORD00003294,CUST000424,PROD000161,2025-11-14,2025-11-17,8.0,16.44,8.9,9.81,132.43,Cancelled,Debit Card,Express
ORD00003295,CUST000966,PROD000052,2025-02-10,2025-02-14,5.0,153.15,0.0,61.26,827.01,Pending,PayPal,Standard
ORD00003296,CUST000294,PROD000087,2025-03-31,2025-04-01,4.0,222.06,0.0,71.06,959.3,Completed,Bank Transfer,Standard
ORD00003297,CUST000307,PROD000033,2025-11-20,2025-11-26,8.0,607.43,0.0,388.76,5248.2,Completed,Debit Card,Standard
ORD00003298,CUST000909,PROD000047,2025-08-21,2025-08-28,9.0,210.55,259.9,130.8,1765.85,Shipped,Bank Transfer,Overnight
ORD00003299,CUST000138,PROD000074,2025-08-29,2025-09-02,9.0,128.4,0.0,92.45,1248.05,Completed,Bank Transfer,Express
ORD00003300,CUST000622,PROD000074,2024-11-24,2024-12-01,4.0,128.4,0.0,41.09,554.69,Completed,PayPal,Overnight
ORD00003301,CUST000661,PROD000183,2025-05-21,2025-05-27,10.0,135.63,0.0,108.5,1464.8,Completed,Credit Card,Express
ORD00003302,CUST000625,PROD000077,2025-04-30,2025-05-06,7.0,106.29,67.69,54.11,730.45,Completed,Credit Card,Standard
ORD00003303,CUST000553,PROD000078,2025-08-10,2025-08-13,5.0,413.13,208.65,148.56,2005.56,Completed,Credit Card,Standard
ORD00003304,CUST000418,PROD000006,2025-02-28,2025-03-06,5.0,583.68,0.0,233.47,3151.87,Completed,Credit Card,Standard
